start.ts,start._zone,start.loc.locale,start.loc.numberingSystem,start.loc.outputCalendar,start.loc.intl,start.loc.weekdaysCache.format,start.loc.weekdaysCache.standalone,start.loc.monthsCache.format,start.loc.monthsCache.standalone,start.loc.meridiemCache,start.loc.eraCache,start.loc.specifiedLocale,start.loc.fastNumbersCached,start.invalid,start.weekData,start.c.year,start.c.month,start.c.day,start.c.hour,start.c.minute,start.c.second,start.c.millisecond,start.o,start.isLuxonDateTime,end.ts,end._zone,end.loc.locale,end.loc.numberingSystem,end.loc.outputCalendar,end.loc.intl,end.loc.weekdaysCache.format,end.loc.weekdaysCache.standalone,end.loc.monthsCache.format,end.loc.monthsCache.standalone,end.loc.meridiemCache,end.loc.eraCache,end.loc.specifiedLocale,end.loc.fastNumbersCached,end.invalid,end.weekData,end.c.year,end.c.month,end.c.day,end.c.hour,end.c.minute,end.c.second,end.c.millisecond,end.o,end.isLuxonDateTime,profile_time,id,isRoot,service_name,trace_id,response_size,initiativeId,total_profile_time,total_events,total_response_size,requestedDays,requestHasAdId,query.partner_id,query_payload.fields,ad_id_count,adset_id_count
1554167280932.7603,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,8,0,932,-420,true,1554167282731,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,8,2,731,-420,true,1.798239776864648,0-1,false,rhino,0,117138,793bfc8c-4848-4e63-a3e1-38683623c810,3.1120639089494944,3,61598,7,false,null,null,undefined,undefined
1554167280845.4333,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,8,0,845,-420,true,1554167280923,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,8,0,923,-420,true,0.077566659078002,0-2,false,augment_view_response_with_impala,0,undefined,793bfc8c-4848-4e63-a3e1-38683623c810,3.1120639089494944,3,61598,7,false,null,null,undefined,undefined
1554167276588.7424,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,56,588,-420,true,1554167277825,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,57,825,-420,true,1.236257473006845,0-3,false,rhino,0,21837,793bfc8c-4848-4e63-a3e1-38683623c810,3.1120639089494944,3,61598,7,false,null,null,undefined,undefined
1554167278412.0789,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,58,412,-420,true,1554167280390,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,8,0,390,-420,true,1.977921221405268,1-4,false,rhino,1,117136,793bfc8c-4848-4e63-a3e1-38683623c810,3.0019584372639656,2,7716,7,false,null,null,undefined,undefined
1554167276585.963,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,56,585,-420,true,1554167277610,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,57,610,-420,true,1.024037215858698,1-5,false,rhino,1,4167,793bfc8c-4848-4e63-a3e1-38683623c810,3.0019584372639656,2,7716,7,false,null,null,undefined,undefined
1554167248912.9192,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,28,912,-420,true,1554167251830,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,31,830,-420,true,2.917080834507942,2-6,false,rhino,2,114461,793bfc8c-4848-4e63-a3e1-38683623c810,4.645032154396176,5,60532,7,false,null,null,undefined,undefined
1554167248839.0728,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,28,839,-420,true,1554167248892,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,28,892,-420,true,0.052927315235138,2-7,false,augment_view_response_with_impala,2,undefined,793bfc8c-4848-4e63-a3e1-38683623c810,4.645032154396176,5,60532,7,false,null,null,undefined,undefined
1554167245920.4905,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,25,920,-420,true,1554167247351,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,27,351,-420,true,1.430509481579065,2-8,false,rhino,2,21589,793bfc8c-4848-4e63-a3e1-38683623c810,4.645032154396176,5,60532,7,false,null,null,undefined,undefined
1554167240192.8455,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,192,-420,true,1554167240270,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,270,-420,true,0.077154600992799,2-9,false,mongoose,2,undefined,793bfc8c-4848-4e63-a3e1-38683623c810,4.645032154396176,5,60532,7,false,null,null,undefined,undefined
1554167240024.6401,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,24,-420,true,1554167240192,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,192,-420,true,0.167359922081232,2-10,false,mongoose,2,undefined,793bfc8c-4848-4e63-a3e1-38683623c810,4.645032154396176,5,60532,7,false,316e2375-8e52-4c7a-aae2-d7092df88109,null,undefined,undefined
1554167248272.6765,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,28,272,-420,true,1554167249744,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,29,744,-420,true,1.471323499456048,3-11,false,rhino,3,114461,793bfc8c-4848-4e63-a3e1-38683623c810,3.6747808679938316,4,7524,7,false,null,null,undefined,undefined
1554167245523.4136,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,25,523,-420,true,1554167247478,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,27,478,-420,true,1.954586522653699,3-12,false,rhino,3,3994,793bfc8c-4848-4e63-a3e1-38683623c810,3.6747808679938316,4,7524,7,false,null,null,undefined,undefined
1554167240219.6836,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,219,-420,true,1554167240324,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,324,-420,true,0.104316366836429,3-13,false,mongoose,3,undefined,793bfc8c-4848-4e63-a3e1-38683623c810,3.6747808679938316,4,7524,7,false,null,null,undefined,undefined
1554167240074.4456,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,74,-420,true,1554167240219,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,7,20,219,-420,true,0.144554479047656,3-14,false,mongoose,3,undefined,793bfc8c-4848-4e63-a3e1-38683623c810,3.6747808679938316,4,7524,7,false,316e2375-8e52-4c7a-aae2-d7092df88109,null,undefined,undefined
1554166995893.1787,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,893,-420,true,1554166997326,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,17,326,-420,true,1.432821348309517,4-15,false,rhino,4,72962,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,null,null,undefined,undefined
1554166995547.1223,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,547,-420,true,1554166995886,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,886,-420,true,0.338877663016319,4-16,false,augment_view_response_with_impala,4,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,null,null,undefined,undefined
1554166995336.099,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,336,-420,true,1554166995341,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,341,-420,true,0.004900952801108,4-17,false,augment_view_response_with_impala,4,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,null,null,undefined,undefined
1554166995057.9768,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,57,-420,true,1554166995334,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,334,-420,true,0.276023156940937,4-18,false,impala,4,101725,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,null,"[""ad.bid.amount"",""timestamp.ad.bid.amount.update"",""ad.effective_status""]",808,0
1554166992730.5173,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,12,730,-420,true,1554166995051,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,51,-420,true,2.320482686161995,4-19,false,rhino,4,219417,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,null,null,undefined,undefined
1554166991783.091,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,783,-420,true,1554166991889,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,889,-420,true,0.105908989906311,4-20,false,mongoose,4,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,null,null,undefined,undefined
1554166991632.4766,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,632,-420,true,1554166991781,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,781,-420,true,0.148523466661572,4-21,false,mongoose,4,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.62753826379776,7,453944,14,true,e89a5ca6-8abb-45a9-bc70-e077c2b5a4e0,null,undefined,undefined
1554166996233.0552,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,16,233,-420,true,1554166997404,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,17,404,-420,true,1.170944936573505,5-22,false,rhino,5,72962,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,null,null,undefined,undefined
1554166995944.9795,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,944,-420,true,1554166996226,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,16,226,-420,true,0.281020399183035,5-23,false,augment_view_response_with_impala,5,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,null,null,undefined,undefined
1554166995726.7988,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,726,-420,true,1554166995731,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,731,-420,true,0.00420106574893,5-24,false,augment_view_response_with_impala,5,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,null,null,undefined,undefined
1554166995553.0945,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,553,-420,true,1554166995725,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,725,-420,true,0.171905547380447,5-25,false,impala,5,101725,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,null,"[""timestamp.ad.bid.amount.update"",""ad.bid.amount"",""ad.effective_status""]",808,0
1554166992663.8188,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,12,663,-420,true,1554166995548,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,548,-420,true,2.884181218221784,5-26,false,rhino,5,203293,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,null,null,undefined,undefined
1554166991844.3333,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,844,-420,true,1554166991930,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,930,-420,true,0.085666818544269,5-27,false,mongoose,5,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,null,null,undefined,undefined
1554166991665.3174,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,665,-420,true,1554166991843,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,843,-420,true,0.177682688459754,5-28,false,mongoose,5,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.775602674111724,7,437843,14,true,e89a5ca6-8abb-45a9-bc70-e077c2b5a4e0,null,undefined,undefined
1554166995831.1318,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,831,-420,true,1554166997174,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,17,174,-420,true,1.342868091538548,6-29,false,rhino,6,72962,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,null,null,undefined,undefined
1554166995379.7898,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,379,-420,true,1554166995825,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,825,-420,true,0.445210197940469,6-30,false,augment_view_response_with_impala,6,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,null,null,undefined,undefined
1554166995029.5813,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,29,-420,true,1554166995040,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,40,-420,true,0.010418687015772,6-31,false,augment_view_response_with_impala,6,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,null,null,undefined,undefined
1554166994833.209,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,833,-420,true,1554166995025,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,15,25,-420,true,0.191791085526347,6-32,false,impala,6,101725,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,null,"[""timestamp.ad.bid.amount.update"",""ad.bid.amount"",""ad.effective_status""]",808,0
1554166992800.9326,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,12,800,-420,true,1554166994799,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,799,-420,true,1.998067263513803,6-33,false,rhino,6,144923,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,null,null,undefined,undefined
1554166991738.4927,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,738,-420,true,1554166991836,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,836,-420,true,0.097507206723094,6-34,false,mongoose,6,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,null,null,undefined,undefined
1554166991613.6035,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,613,-420,true,1554166991735,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,735,-420,true,0.121396504342556,6-35,false,mongoose,6,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,4.20725903660059,7,379497,14,true,e89a5ca6-8abb-45a9-bc70-e077c2b5a4e0,null,undefined,undefined
1554166994578.1423,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,578,-420,true,1554166996063,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,16,63,-420,true,1.484857579693198,7-36,false,rhino,7,72949,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.6362499464303255,6,208063,14,true,null,null,undefined,undefined
1554166994561.3342,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,561,-420,true,1554166994567,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,567,-420,true,0.005665680393577,7-37,false,augment_view_response_with_impala,7,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.6362499464303255,6,208063,14,true,null,null,undefined,undefined
1554166994341.3499,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,341,-420,true,1554166994557,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,557,-420,true,0.215650130063295,7-38,false,impala,7,101725,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.6362499464303255,6,208063,14,true,null,"[""ad.effective_status"",""timestamp.ad.bid.amount.update"",""ad.bid.amount""]",808,0
1554166992660.6975,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,12,660,-420,true,1554166994335,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,14,335,-420,true,1.674302438274026,7-39,false,rhino,7,72957,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.6362499464303255,6,208063,14,true,null,null,undefined,undefined
1554166991794.7986,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,794,-420,true,1554166991932,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,932,-420,true,0.137201333418489,7-40,false,mongoose,7,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.6362499464303255,6,208063,14,true,null,null,undefined,undefined
1554166991675.4272,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,675,-420,true,1554166991794,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,3,11,794,-420,true,0.118572784587741,7-41,false,mongoose,7,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.6362499464303255,6,208063,14,true,e89a5ca6-8abb-45a9-bc70-e077c2b5a4e0,null,undefined,undefined
1554166973646.1487,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,646,-420,true,1554166975109,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,55,109,-420,true,1.462851230055094,8-42,false,rhino,8,51420,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.9230293333530426,5,309797,9,true,null,null,undefined,undefined
1554166973471.585,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,471,-420,true,1554166973637,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,637,-420,true,0.165414933115244,8-43,false,augment_view_response_with_impala,8,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.9230293333530426,5,309797,9,true,null,null,undefined,undefined
1554166973314.3396,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,314,-420,true,1554166973319,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,319,-420,true,0.004660360515118,8-44,false,augment_view_response_with_impala,8,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.9230293333530426,5,309797,9,true,null,null,undefined,undefined
1554166973201.2656,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,201,-420,true,1554166973312,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,312,-420,true,0.110734490677714,8-45,false,impala,8,69431,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.9230293333530426,5,309797,9,true,null,"[""timestamp.ad.bid.amount.update"",""ad.bid.amount"",""ad.effective_status""]",549,0
1554166971011.6316,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,51,11,-420,true,1554166973191,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,191,-420,true,2.179368318989873,8-46,false,rhino,8,150329,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.9230293333530426,5,309797,9,true,null,null,undefined,undefined
1554166973421.2302,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,421,-420,true,1554166974813,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,54,813,-420,true,1.39176981896162,9-47,false,rhino,9,51420,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.521139996126294,5,298958,9,true,null,null,undefined,undefined
1554166973184.6987,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,184,-420,true,1554166973405,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,405,-420,true,0.220301236957312,9-48,false,augment_view_response_with_impala,9,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.521139996126294,5,298958,9,true,null,null,undefined,undefined
1554166972979.4846,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,979,-420,true,1554166972985,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,985,-420,true,0.005515301600099,9-49,false,augment_view_response_with_impala,9,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.521139996126294,5,298958,9,true,null,null,undefined,undefined
1554166972827.9543,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,827,-420,true,1554166972977,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,977,-420,true,0.149045711383224,9-50,false,impala,9,69431,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.521139996126294,5,298958,9,true,null,"[""ad.effective_status"",""ad.bid.amount"",""timestamp.ad.bid.amount.update""]",549,0
1554166971064.4922,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,51,64,-420,true,1554166972819,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,819,-420,true,1.75450792722404,9-51,false,rhino,9,139466,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.521139996126294,5,298958,9,true,null,null,undefined,undefined
1554166973272.801,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,272,-420,true,1554166974648,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,54,648,-420,true,1.375199066475034,10-52,false,rhino,10,51407,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.3201815225183964,5,259132,9,true,null,null,undefined,undefined
1554166973076.1138,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,76,-420,true,1554166973266,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,266,-420,true,0.189886277541518,10-53,false,augment_view_response_with_impala,10,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.3201815225183964,5,259132,9,true,null,null,undefined,undefined
1554166972695.048,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,695,-420,true,1554166972701,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,701,-420,true,0.005951825529337,10-54,false,augment_view_response_with_impala,10,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.3201815225183964,5,259132,9,true,null,null,undefined,undefined
1554166972520.8704,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,520,-420,true,1554166972693,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,693,-420,true,0.172129591926932,10-55,false,impala,10,69431,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.3201815225183964,5,259132,9,true,null,"[""ad.bid.amount"",""ad.effective_status"",""timestamp.ad.bid.amount.update""]",549,0
1554166970937.9854,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,50,937,-420,true,1554166972515,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,515,-420,true,1.577014761045575,10-56,false,rhino,10,99617,a4b51f13-19fd-4048-a515-ac2c60dcff33,3.3201815225183964,5,259132,9,true,null,null,undefined,undefined
1554166972658.132,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,658,-420,true,1554166973810,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,53,810,-420,true,1.151868004351854,11-57,false,rhino,11,51421,a4b51f13-19fd-4048-a515-ac2c60dcff33,2.810358941555023,4,142822,9,true,null,null,undefined,undefined
1554166972645.57,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,645,-420,true,1554166972651,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,651,-420,true,0.005429847165942,11-58,false,augment_view_response_with_impala,11,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,2.810358941555023,4,142822,9,true,null,null,undefined,undefined
1554166972511.433,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,511,-420,true,1554166972643,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,643,-420,true,0.131566811352968,11-59,false,impala,11,69431,a4b51f13-19fd-4048-a515-ac2c60dcff33,2.810358941555023,4,142822,9,true,null,"[""ad.bid.amount"",""ad.effective_status"",""timestamp.ad.bid.amount.update""]",549,0
1554166970984.5056,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,50,984,-420,true,1554166972506,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,52,506,-420,true,1.521494278684258,11-60,false,rhino,11,51422,a4b51f13-19fd-4048-a515-ac2c60dcff33,2.810358941555023,4,142822,9,true,null,null,undefined,undefined
1554166960151.305,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,40,151,-420,true,1554166961368,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,41,368,-420,true,1.216695141047239,12-61,false,rhino,12,25757,a4b51f13-19fd-4048-a515-ac2c60dcff33,6.54627924785018,5,160590,3,true,null,null,undefined,undefined
1554166959996.4226,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,39,996,-420,true,1554166960146,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,40,146,-420,true,0.149577286094427,12-62,false,augment_view_response_with_impala,12,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,6.54627924785018,5,160590,3,true,null,null,undefined,undefined
1554166959914.2783,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,39,914,-420,true,1554166959916,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,39,916,-420,true,0.001721704378724,12-63,false,augment_view_response_with_impala,12,undefined,a4b51f13-19fd-4048-a515-ac2c60dcff33,6.54627924785018,5,160590,3,true,null,null,undefined,undefined
1554166959856.435,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,39,856,-420,true,1554166959914,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,39,914,-420,true,0.057564873248339,12-64,false,impala,12,35622,a4b51f13-19fd-4048-a515-ac2c60dcff33,6.54627924785018,5,160590,3,true,null,"[""ad.effective_status"",""timestamp.ad.bid.amount.update"",""ad.bid.amount""]",287,0
1554166954733.2798,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,34,733,-420,true,1554166959854,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,1,18,2,39,854,-420,true,5.12072024308145,12-65,false,rhino,12,77302,a4b51f13-19fd-4048-a515-ac2c60dcff33,6.54627924785018,5,160590,3,true,null,null,undefined,undefined
