start.ts,start._zone,start.loc.locale,start.loc.numberingSystem,start.loc.outputCalendar,start.loc.intl,start.loc.weekdaysCache.format,start.loc.weekdaysCache.standalone,start.loc.monthsCache.format,start.loc.monthsCache.standalone,start.loc.meridiemCache,start.loc.eraCache,start.loc.specifiedLocale,start.loc.fastNumbersCached,start.invalid,start.weekData,start.c.year,start.c.month,start.c.day,start.c.hour,start.c.minute,start.c.second,start.c.millisecond,start.o,start.isLuxonDateTime,end.ts,end._zone,end.loc.locale,end.loc.numberingSystem,end.loc.outputCalendar,end.loc.intl,end.loc.weekdaysCache.format,end.loc.weekdaysCache.standalone,end.loc.monthsCache.format,end.loc.monthsCache.standalone,end.loc.meridiemCache,end.loc.eraCache,end.loc.specifiedLocale,end.loc.fastNumbersCached,end.invalid,end.weekData,end.c.year,end.c.month,end.c.day,end.c.hour,end.c.minute,end.c.second,end.c.millisecond,end.o,end.isLuxonDateTime,profile_time,id,isRoot,service_name,trace_id,response_size,initiativeId,total_profile_time,total_events,total_response_size,requestedDays,requestHasAdId,query_payload.fields,ad_id_count,adset_id_count,query.partner_id
1555146071028.3833,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,11,28,-420,true,1555146073111,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,13,111,-420,true,2.082616684027016,2358-7160,false,rhino,2358,506661,55026d16-a956-466d-a97f-c88c35e1972d,5.5245492499670945,6,1488181,7,true,null,undefined,undefined,null
1555146070947.1733,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,10,947,-420,true,1555146071009,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,11,9,-420,true,0.061826610006392,2358-7161,false,augment_view_response_with_impala,2358,undefined,55026d16-a956-466d-a97f-c88c35e1972d,5.5245492499670945,6,1488181,7,true,null,undefined,undefined,null
1555146069905.1174,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,9,905,-420,true,1555146070926,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,10,926,-420,true,1.020882666984107,2358-7162,false,impala,2358,1114220,55026d16-a956-466d-a97f-c88c35e1972d,5.5245492499670945,6,1488181,7,true,"[""ad.bid.amount"",""ad.effective_status"",""timestamp.ad.bid.amount.update""]",7893,0,null
1555146067684.207,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,7,684,-420,true,1555146069866,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,9,866,-420,true,2.18179300497286,2358-7163,false,rhino,2358,506661,55026d16-a956-466d-a97f-c88c35e1972d,5.5245492499670945,6,1488181,7,true,null,undefined,undefined,null
1555146066620.6465,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,6,620,-420,true,1555146066730,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,6,730,-420,true,0.10935345897451,2358-7164,false,mongoose,2358,undefined,55026d16-a956-466d-a97f-c88c35e1972d,5.5245492499670945,6,1488181,7,true,null,undefined,undefined,null
1555146066551.923,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,6,551,-420,true,1555146066620,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,1,6,620,-420,true,0.068076825002208,2358-7165,false,mongoose,2358,undefined,55026d16-a956-466d-a97f-c88c35e1972d,5.5245492499670945,6,1488181,7,true,null,undefined,undefined,2d891b06-31e1-43ab-8e43-b959662c9f93
1555146032560.3625,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,32,560,-420,true,1555146033841,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,33,841,-420,true,1.28063747897977,2359-7166,false,rhino,2359,243732,55026d16-a956-466d-a97f-c88c35e1972d,3.148878970008809,4,732728,14,true,null,undefined,undefined,null
1555146032523.3215,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,32,523,-420,true,1555146032549,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,32,549,-420,true,0.025678426027298,2359-7167,false,augment_view_response_with_impala,2359,undefined,55026d16-a956-466d-a97f-c88c35e1972d,3.148878970008809,4,732728,14,true,null,undefined,undefined,null
1555146031975.8772,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,31,975,-420,true,1555146032514,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,32,514,-420,true,0.538122855999973,2359-7168,false,impala,2359,550282,55026d16-a956-466d-a97f-c88c35e1972d,3.148878970008809,4,732728,14,true,"[""ad.bid.amount"",""timestamp.ad.bid.amount.update"",""ad.effective_status""]",3930,0,null
1555146030653.5598,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,30,653,-420,true,1555146031958,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,2,0,31,958,-420,true,1.304440209001768,2359-7169,false,rhino,2359,243732,55026d16-a956-466d-a97f-c88c35e1972d,3.148878970008809,4,732728,14,true,null,undefined,undefined,null
1555145993859.2197,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,1,59,53,859,-420,true,1555145997044,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,1,59,57,44,-420,true,3.184780284005683,2360-7170,false,rhino,2360,766302,55026d16-a956-466d-a97f-c88c35e1972d,8.75934630993288,6,2243157,31,true,null,undefined,undefined,null
1555145993746.891,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,1,59,53,746,-420,true,1555145993834,{},en,null,null,en,{},{},{},{},null,{},null,null,null,null,2019,4,13,1,59,53,834,-420,true,0.087108778010588,2360-7171,false,augment_view_response_with_impala,2360,undefined,55026d16-a956-466d-a97f-c88c35e1972d,8.75934630993288,6,2243157,31,true,null,undefined,undefined,null
