status,sv_name,call_time,resp_size
success,Saved View 1 - adset id,67.01897427399456,2588
failure,"Saved View 1 - adset id, ad id",120.08326158100367,null
success,Saved View 2- adset id,10.450918407008052,2588
success,"Saved View 2 - adset id, ad id",74.7777709980011,9280
success,Saved View 3- campaign name,11.840381591007114,137
success,"Saved View 3 - campaign name, adset id",88.17440372300148,2634
failure,"Saved View 3 - campaign name, adset_id, ad_id",119.69158675600589,null
success,Saved View 4- campaign name,11.165517742007971,137
success,"Saved View 4 - campaign name, adset id",12.813005805000662,2634
success,"Saved View 4 - campaign name, adset_id, ad_id",19.52076744399965,9410
success,Saved View 5 - campaign name,9.663606839999556,137
failure,"Saved View 5 - campaign name, adset id",119.18962680999935,null
failure,"Saved View 5 - campiagn name, adset_id, ad_id",119.51161172001063,null
success,Saved View 6- campaign name,9.829640129998326,137
success,"Saved View 6 - campaign name, adset id",10.100111864998937,2634
success,"Saved View 6 - campaign name, adset_id, ad_id",13.303426394999027,9410
success,Saved View 7 - campaign name,0.735445995002985,0
success,"Saved View 7 - campaign name, adset id",70.50185758300125,0
success,Saved View 8 - campaign name,0.7672357469946146,0
success,"Saved View 8 - campaign name, adset id",0.7020785690099001,0
success,Saved View 9 - account id,5.156665033996105,4
success,"Saved View 9 - account id, campaign",10.363322356998921,58
success,"Saved View 9 - account id, campaign, adset id",13.00287285798788,225
success,"Saved View 9 - account id, campaign, adset id, ad id",11.102699296995997,609
success,Saved View 10 - account id,6.366686239987612,4
success,"Saved View 10 - account id, campaign",4.954766514003277,58
success,"Saved View 10 - account id, campaign, adset id",5.408904546990991,225
success,"Saved View 10 - account id, campaign, adset id, ad id",5.720239331990481,609
success,Saved View 11 - campaign,9.802452873989939,137
success,"Saved View 11 - campaign, adset id",81.34101769000291,2634
success,Saved View 12 - campaign,9.413332689002157,137
success,"Saved View 12 - campaign, adset id",10.174405026003718,2634
success,Saved View 13 - campaign,9.629532139003278,137
success,"Saved View 13 - campaign, ad id",84.19917431600392,9410
success,Saved View 14 - campaign,9.396541627004742,137
success,"Saved View 14 - campaign, ad id",11.626394025996328,9410
success,Saved View 15 - campaign,10.003161996990443,72
success,"Saved View 15 - campaign, adset id",73.29057707300782,2383
failure,"Saved View 15 - campaign, adset id, ad id",119.67152672301233,null
success,Saved View 16 - campaign,13.967681929007172,72
success,"Saved View 16 - campaign, adset id",114.05859497898817,2383
success,"Saved View 16 - campaign, adset id, ad id",14.641027300000191,8524
success,Saved View 17 - campaign,9.36546369600296,137
success,"Saved View 17 - campaign, adset id",81.41375486600398,2634
failure,"Saved View 17 - campaign, adset id, ad id",119.45314882600307,null
success,Saved View 18 - campaign,9.57509220699966,137
success,"Saved View 18 - campaign, adset id",10.079287174999713,2634
success,"Saved View 18 - campaign, adset id, ad id",14.162166263997555,9410
success,Saved View 19 - campaign,4.035369267001748,5
success,"Saved View 19 - campaign, adset id",119.19735132201016,7
success,"Saved View 19 - campaign, adset id, ad id",4.063714607998729,15
success,Saved View 20 - campaign,3.8587042509913445,5
success,"Saved View 20 - campaign, adset id, ad id",4.1401016730070115,15
success,"Saved View 20 - campaign, adset id",3.814501638993621,7
success,Saved View 21 - campaign,9.99518229599297,137
success,"Saved View 21 - campaign, adset id",82.68433515700698,2634
failure,"Saved View 21 - campaign, adset id, ad id",119.53111418399214,null
success,Saved View 22 - campaign,10.373190652996302,137
failure,"Saved View 22 - campaign, adset id",119.56112830999494,null
success,"Saved View 22 - campaign, adset id, ad id",22.575489428997038,9410
